28.868,19.208,27.686,21.985,28.511
30.303,22.861,29.235,25.616,29.93
29.608,18.815,28.064,21.832,28.89
28.605,19.553,27.29,21.697,28.084
33.234,24.726,31.376,27.932,32.812
24.004,20.139,23.545,21.475,23.737
30.908,22.808,29.08,25.82,30.477
28.304,20.814,27.036,23.901,28.258
32.969,24.204,31.728,27.151,32.585
32.522,22.2,31.058,25.267,32.242
28.721,20.668,27.134,23.849,28.468
24.064,20.134,23.599,21.671,23.897
31.659,22.738,30.501,24.714,31.127
29.464,21.55,27.016,24.291,28.233
25.426,20.234,25.248,21.665,25.354
29.845,21.671,27.988,23.971,28.941
33.233,21.504,30.478,23.738,32.36
29.5,21.439,28.671,24.333,29.02
28.406,21.69,27.62,23.287,28.224
26.012,20.738,25.485,22.641,25.849
30.304,21.597,29.085,24.703,29.877
28.357,21.542,27.796,24.99,28.44
32.654,23.708,31.004,26.56,32.478
32.664,23.088,31.488,25.823,32.322
31.652,19.27,27.391,22.48,29.935
28.68,21.166,27.032,23.311,28.32
31.0,22.596,29.932,25.657,31.044
29.489,20.011,27.134,22.959,28.537
29.811,22.369,28.411,24.648,29.485
29.062,22.038,28.248,24.458,28.969
28.717,17.833,26.502,20.086,26.782
28.06,20.02,23.827,22.922,26.541
30.41,23.455,28.874,25.438,30.017
27.303,19.229,25.364,21.338,26.721
29.032,21.363,26.916,23.594,28.539
25.577,21.232,24.614,23.255,25.3
32.405,22.687,30.703,25.691,31.823
32.25,25.229,30.992,27.291,31.595
31.9,21.519,30.601,25.446,31.847
